zone_key,mode,emission_factor,datetime,source
ES-CN-IG,coal,79.306989,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
ES-CN-TE,coal,79.306989,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
ES-CN-GC,coal,79.306989,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
ES-CN-FVLZ,coal,79.306989,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
FR,coal,99.454913,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
FR-COR,coal,99.454913,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
IE,coal,28.54478,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
BE,coal,94.745378,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
NL,coal,57.319095,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
DE,coal,79.355561,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
DK-DK1,coal,68.794608,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
DK-DK2,coal,68.794608,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
DK-BHM,coal,68.794608,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
SE-SE1,coal,96.367209,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
SE-SE2,coal,96.367209,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
SE-SE3,coal,96.367209,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
SE-SE4,coal,96.367209,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
FI,coal,94.847843,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
PL,coal,91.675409,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
CZ,coal,6.324964,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
AT,coal,111.627343,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
SK,coal,9.450498,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
HU,coal,13.003799,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
SI,coal,9.537754,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
IT-NO,coal,85.980256,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
IT-CNO,coal,85.980256,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
IT-CSO,coal,85.980256,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
IT-SO,coal,85.980256,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
IT-SIC,coal,85.980256,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
IT-SAR,coal,85.980256,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
BG,coal,10.227771,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
GR,coal,13.597562,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
GR-IS,coal,13.597562,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
RO,coal,90.443202,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
HR,coal,104.444663,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
NO-NO1,coal,123.79433,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
NO-NO2,coal,123.79433,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
NO-NO3,coal,123.79433,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
NO-NO4,coal,123.79433,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
NO-NO5,coal,123.79433,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-AK,coal,7.029385,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-CAL-CISO,coal,73.327781,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-CAR-CPLE,coal,122.031562,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-CAR-CPLW,coal,82.949033,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-CAR-DUK,coal,85.013492,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-CAR-SC,coal,93.158258,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-CAR-SCEG,coal,82.848923,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-CENT-SWPP,coal,30.031358,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-FLA-GVL,coal,94.760753,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-FLA-JEA,coal,120.658933,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-FLA-SEC,coal,97.80054,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-FLA-TEC,coal,106.085401,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-MIDA-PJM,coal,78.88065,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-MIDW-AECI,coal,37.820711,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-MIDW-GLHB,coal,69.569556,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-MIDW-LGEE,coal,101.152738,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-MIDW-MISO,coal,62.679379,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-NE-ISNE,coal,91.55706,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-NW-NEVP,coal,87.36223,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-NW-NWMT,coal,6.149352,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-NW-PACE,coal,58.858105,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-NW-PACW,coal,51.451201,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-NW-PSCO,coal,38.902206,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-NW-TPWR,coal,56.445393,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-NW-WACM,coal,18.10976,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-NW-WAUW,coal,16.557703,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-NY-NYIS,coal,83.477751,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-SE-AEC,coal,113.650909,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-SE-SOCO,coal,77.850864,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-SW-AZPS,coal,17.054479,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-SW-PNM,coal,43.769946,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-SW-WALC,coal,57.120985,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-TEN-TVA,coal,81.510411,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
US-TEX-ERCO,coal,38.054826,2012-01-01,"Oberschelp, Christopher, et al. ""Global emission hotspots of coal power generation."""
PT,hydro,10.7,2020-01-01,UNECE 2022
PT-AC,hydro,10.7,2020-01-01,UNECE 2022
PT-MA,hydro,10.7,2020-01-01,UNECE 2022
ES,hydro,10.7,2020-01-01,UNECE 2022
ES-IB-IZ,hydro,10.7,2020-01-01,UNECE 2022
ES-IB-FO,hydro,10.7,2020-01-01,UNECE 2022
ES-IB-MA,hydro,10.7,2020-01-01,UNECE 2022
ES-IB-ME,hydro,10.7,2020-01-01,UNECE 2022
ES-CN-LP,hydro,10.7,2020-01-01,UNECE 2022
ES-CN-HI,hydro,10.7,2020-01-01,UNECE 2022
ES-CN-IG,hydro,10.7,2020-01-01,UNECE 2022
ES-CN-TE,hydro,10.7,2020-01-01,UNECE 2022
ES-CN-GC,hydro,10.7,2020-01-01,UNECE 2022
ES-CN-FVLZ,hydro,10.7,2020-01-01,UNECE 2022
FR,hydro,10.7,2020-01-01,UNECE 2022
FR-COR,hydro,10.7,2020-01-01,UNECE 2022
IE,hydro,10.7,2020-01-01,UNECE 2022
BE,hydro,10.7,2020-01-01,UNECE 2022
NL,hydro,10.7,2020-01-01,UNECE 2022
LU,hydro,10.7,2020-01-01,UNECE 2022
DE,hydro,10.7,2020-01-01,UNECE 2022
DK-DK1,hydro,10.7,2020-01-01,UNECE 2022
DK-DK2,hydro,10.7,2020-01-01,UNECE 2022
DK-BHM,hydro,10.7,2020-01-01,UNECE 2022
SE,hydro,10.7,2020-01-01,UNECE 2022
FI,hydro,10.7,2020-01-01,UNECE 2022
EE,hydro,10.7,2020-01-01,UNECE 2022
LV,hydro,10.7,2020-01-01,UNECE 2022
LT,hydro,10.7,2020-01-01,UNECE 2022
PL,hydro,10.7,2020-01-01,UNECE 2022
CZ,hydro,10.7,2020-01-01,UNECE 2022
AT,hydro,10.7,2020-01-01,UNECE 2022
SK,hydro,10.7,2020-01-01,UNECE 2022
HU,hydro,10.7,2020-01-01,UNECE 2022
SI,hydro,10.7,2020-01-01,UNECE 2022
IT-NO,hydro,10.7,2020-01-01,UNECE 2022
IT-CNO,hydro,10.7,2020-01-01,UNECE 2022
IT-CSO,hydro,10.7,2020-01-01,UNECE 2022
IT-SO,hydro,10.7,2020-01-01,UNECE 2022
IT-SIC,hydro,10.7,2020-01-01,UNECE 2022
IT-SAR,hydro,10.7,2020-01-01,UNECE 2022
BG,hydro,10.7,2020-01-01,UNECE 2022
GR,hydro,10.7,2020-01-01,UNECE 2022
GR-IS,hydro,10.7,2020-01-01,UNECE 2022
RO,hydro,10.7,2020-01-01,UNECE 2022
HR,hydro,10.7,2020-01-01,UNECE 2022
MT,hydro,10.7,2020-01-01,UNECE 2022
CY,hydro,10.7,2020-01-01,UNECE 2022
FO-MI,hydro,10.7,2020-01-01,UNECE 2022
FO-SI,hydro,10.7,2020-01-01,UNECE 2022
AX,hydro,10.7,2020-01-01,UNECE 2022
PT,nuclear,5.13,2020-01-01,UNECE 2022
PT-AC,nuclear,5.13,2020-01-01,UNECE 2022
PT-MA,nuclear,5.13,2020-01-01,UNECE 2022
ES,nuclear,5.13,2020-01-01,UNECE 2022
ES-IB-IZ,nuclear,5.13,2020-01-01,UNECE 2022
ES-IB-FO,nuclear,5.13,2020-01-01,UNECE 2022
ES-IB-MA,nuclear,5.13,2020-01-01,UNECE 2022
ES-IB-ME,nuclear,5.13,2020-01-01,UNECE 2022
ES-CN-LP,nuclear,5.13,2020-01-01,UNECE 2022
ES-CN-HI,nuclear,5.13,2020-01-01,UNECE 2022
ES-CN-IG,nuclear,5.13,2020-01-01,UNECE 2022
ES-CN-TE,nuclear,5.13,2020-01-01,UNECE 2022
ES-CN-GC,nuclear,5.13,2020-01-01,UNECE 2022
ES-CN-FVLZ,nuclear,5.13,2020-01-01,UNECE 2022
FR,nuclear,5.13,2020-01-01,UNECE 2022
FR-COR,nuclear,5.13,2020-01-01,UNECE 2022
IE,nuclear,5.13,2020-01-01,UNECE 2022
BE,nuclear,5.13,2020-01-01,UNECE 2022
NL,nuclear,5.13,2020-01-01,UNECE 2022
LU,nuclear,5.13,2020-01-01,UNECE 2022
DE,nuclear,5.13,2020-01-01,UNECE 2022
DK-DK1,nuclear,5.13,2020-01-01,UNECE 2022
DK-DK2,nuclear,5.13,2020-01-01,UNECE 2022
DK-BHM,nuclear,5.13,2020-01-01,UNECE 2022
SE,nuclear,5.13,2020-01-01,UNECE 2022
FI,nuclear,5.13,2020-01-01,UNECE 2022
EE,nuclear,5.13,2020-01-01,UNECE 2022
LV,nuclear,5.13,2020-01-01,UNECE 2022
LT,nuclear,5.13,2020-01-01,UNECE 2022
PL,nuclear,5.13,2020-01-01,UNECE 2022
CZ,nuclear,5.13,2020-01-01,UNECE 2022
AT,nuclear,5.13,2020-01-01,UNECE 2022
SK,nuclear,5.13,2020-01-01,UNECE 2022
HU,nuclear,5.13,2020-01-01,UNECE 2022
SI,nuclear,5.13,2020-01-01,UNECE 2022
IT-NO,nuclear,5.13,2020-01-01,UNECE 2022
IT-CNO,nuclear,5.13,2020-01-01,UNECE 2022
IT-CSO,nuclear,5.13,2020-01-01,UNECE 2022
IT-SO,nuclear,5.13,2020-01-01,UNECE 2022
IT-SIC,nuclear,5.13,2020-01-01,UNECE 2022
IT-SAR,nuclear,5.13,2020-01-01,UNECE 2022
BG,nuclear,5.13,2020-01-01,UNECE 2022
GR,nuclear,5.13,2020-01-01,UNECE 2022
GR-IS,nuclear,5.13,2020-01-01,UNECE 2022
RO,nuclear,5.13,2020-01-01,UNECE 2022
HR,nuclear,5.13,2020-01-01,UNECE 2022
MT,nuclear,5.13,2020-01-01,UNECE 2022
CY,nuclear,5.13,2020-01-01,UNECE 2022
FO-MI,nuclear,5.13,2020-01-01,UNECE 2022
FO-SI,nuclear,5.13,2020-01-01,UNECE 2022
AX,nuclear,5.13,2020-01-01,UNECE 2022
PT,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
PT-AC,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
PT-MA,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
ES,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
ES-IB-IZ,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
ES-IB-FO,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
ES-IB-MA,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
ES-IB-ME,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
ES-CN-LP,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
ES-CN-HI,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
ES-CN-IG,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
ES-CN-TE,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
ES-CN-GC,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
ES-CN-FVLZ,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
FR,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
FR-COR,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
IE,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
BE,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
NL,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
LU,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
DE,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
DK-DK1,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
DK-DK2,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
DK-BHM,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
SE,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
FI,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
EE,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
LV,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
LT,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
PL,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
CZ,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
AT,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
SK,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
HU,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
SI,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
IT-NO,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
IT-CNO,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
IT-CSO,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
IT-SO,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
IT-SIC,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
IT-SAR,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
BG,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
GR,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
GR-IS,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
RO,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
HR,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
MT,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
CY,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
FO-MI,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
FO-SI,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
AX,wind,12.62,2021-01-01,"UNECE 2022, WindEurope ""Wind energy in Europe, 2021 Statistics and the outlook for 2022-2026"" Wind Europe Proceedings (2021)"
